idx,symbol,datetime,date,setup_type,direction,score,rank_score,reasons,rsi,trend_strength,vol_z,body_pct,hour,dow,sweep_count_20,bsl_dist_atr,ssl_dist_atr,is_bsl_swept,is_ssl_swept,ob_remaining,selection_policy
32747,UNKNOWN,2026-05-08 14:30:00,2026-05-08,FVG_TOUCH,Long,69.7161,69.7161,bullish_fvg_touch,50.107,0.1519,0.8761,0.3054,14,4,0,1.0673,2.4785,False,False,0.699,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
32860,UNKNOWN,2026-05-09 18:45:00,2026-05-09,FVG_TOUCH,Long,63.5281,63.5281,bullish_fvg_touch,77.6262,1.1788,-0.5438,0.1498,18,5,0,1.2104,4.5883,False,False,0.7913,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
32969,UNKNOWN,2026-05-10 22:00:00,2026-05-10,TREND_PULLBACK,Long,74.9401,74.9401,ema20_pullback;trend_stack,51.4728,0.0649,3.8735,0.7774,22,6,2,1.1131,3.8135,False,False,0.7741,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
33031,UNKNOWN,2026-05-11 13:30:00,2026-05-11,TREND_PULLBACK,Long,71.7351,71.7351,ema20_pullback;trend_stack,51.5233,0.1028,1.6862,0.1474,13,0,3,1.3447,2.1827,False,False,0.6188,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
33157,UNKNOWN,2026-05-12 21:00:00,2026-05-12,FVG_TOUCH,Short,64.5741,64.5741,bearish_fvg_touch,60.2856,-0.4105,-0.8372,0.0353,21,1,0,1.4738,6.4849,False,False,0.8148,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
33169,UNKNOWN,2026-05-13 00:00:00,2026-05-13,FVG_TOUCH,Short,66.7667,66.7667,bearish_fvg_touch,24.8154,-0.502,-0.4863,0.2583,0,2,0,3.5421,0.2691,False,False,0.0706,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
33324,UNKNOWN,2026-05-14 14:45:00,2026-05-14,WEAK_BOS,Long,66.0,66.0,break_high,84.8274,0.5384,6.0409,0.8993,14,3,0,-2.0324,6.1514,True,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
33436,UNKNOWN,2026-05-15 18:45:00,2026-05-15,FVG_TOUCH,Short,67.3829,67.3829,bearish_fvg_touch,58.2516,-2.4749,-0.5026,0.1243,18,4,0,1.7102,3.7109,False,False,0.6845,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
33473,UNKNOWN,2026-05-16 04:00:00,2026-05-16,FVG_TOUCH,Short,64.6781,64.6781,bearish_fvg_touch,44.1581,-1.7636,-0.3207,0.0127,4,5,3,1.7658,0.7791,False,False,0.3061,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
33647,UNKNOWN,2026-05-17 23:30:00,2026-05-17,WEAK_BOS,Short,65.9343,65.9343,break_low,14.5427,-0.3217,9.1669,0.4847,23,6,0,4.8316,-1.6557,False,True,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
33703,UNKNOWN,2026-05-18 13:30:00,2026-05-18,ORDERBLOCK_REACTION,Short,68.7465,68.7465,impulse_pullback_zone,50.8787,-0.0939,2.8884,0.8455,13,0,0,3.9176,0.6365,False,False,0.1398,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
33799,UNKNOWN,2026-05-19 13:30:00,2026-05-19,TREND_PULLBACK,Short,69.1548,69.1548,ema20_pullback;trend_stack,47.6575,-0.2218,1.3961,0.2642,13,1,1,2.8673,0.7043,False,False,0.1972,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
33861,UNKNOWN,2026-05-20 05:00:00,2026-05-20,WEAK_BOS,Long,65.8874,65.8874,break_high,71.6667,0.0206,3.9249,0.8998,5,2,0,-1.9251,4.5898,True,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
33991,UNKNOWN,2026-05-21 13:30:00,2026-05-21,WEAK_BOS,Short,64.2933,64.2933,break_low,21.6262,-0.8815,4.3603,0.9221,13,3,3,6.0505,-1.3822,False,True,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
34106,UNKNOWN,2026-05-22 18:15:00,2026-05-22,FVG_TOUCH,Short,66.481,66.481,bearish_fvg_touch,51.5088,-0.9688,-0.4651,0.1029,18,4,0,3.6568,1.2152,False,False,0.2494,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
34162,UNKNOWN,2026-05-23 08:15:00,2026-05-23,FVG_TOUCH,Short,73.7868,73.7868,bearish_fvg_touch,7.8653,-2.1398,0.5245,0.2847,8,5,0,6.0973,2.1804,False,False,0.2634,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
34254,UNKNOWN,2026-05-24 07:15:00,2026-05-24,FVG_TOUCH,Long,67.978,67.978,bullish_fvg_touch,58.1571,2.06,-0.5142,0.0854,7,6,0,1.5663,2.32,False,False,0.597,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
34358,UNKNOWN,2026-05-25 09:15:00,2026-05-25,FVG_TOUCH,Long,64.5472,64.5472,bullish_fvg_touch,55.2846,1.0603,-0.2446,0.4492,9,0,1,1.3039,3.4682,False,False,0.7268,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
34488,UNKNOWN,2026-05-26 17:45:00,2026-05-26,FVG_TOUCH,Short,70.9833,70.9833,bearish_fvg_touch,13.7251,-0.5809,0.2994,0.4088,17,1,3,5.7731,0.2666,False,False,0.0441,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
34601,UNKNOWN,2026-05-27 22:00:00,2026-05-27,FVG_TOUCH,Short,76.2132,76.2132,bearish_fvg_touch,27.7417,-1.2076,2.1422,0.1657,22,2,3,5.1629,0.3164,False,False,0.0578,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
34622,UNKNOWN,2026-05-28 03:15:00,2026-05-28,WEAK_BOS,Short,65.4952,65.4952,break_low,23.452,-1.4841,5.9698,0.6052,3,3,0,3.9673,-1.5825,False,True,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
34785,UNKNOWN,2026-05-29 20:00:00,2026-05-29,FVG_TOUCH,Long,64.7621,64.7621,bullish_fvg_touch,39.3062,0.1779,-0.4774,0.7624,20,4,0,2.5449,2.4781,False,False,0.4933,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
34821,UNKNOWN,2026-05-30 05:00:00,2026-05-30,TREND_PULLBACK,Short,69.693,69.693,ema20_pullback;trend_stack,44.799,-0.235,0.7201,0.2866,5,5,0,2.1417,2.522,False,False,0.5408,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
34991,UNKNOWN,2026-05-31 23:30:00,2026-05-31,TREND_PULLBACK,Short,64.6923,64.6923,ema20_pullback;trend_stack,43.9392,-0.0006,1.6852,0.7511,23,6,1,3.9478,0.8323,False,False,0.1741,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
34999,UNKNOWN,2026-06-01 01:30:00,2026-06-01,FVG_TOUCH,Short,70.8393,70.8393,bearish_fvg_touch,34.8427,-0.0803,0.4421,0.474,1,0,3,3.3899,-0.0369,False,False,0.0,TOP1_PER_DAY_PLUS_TOP25_SECOND_SIGNALS_DIVERSITY_GUARD
